"station1","station2","connected"
"Bercy","Bagneux - Lucie Aubrac",FALSE
"Dugommier","Bagneux - Lucie Aubrac",FALSE
"Daumesnil","Bagneux - Lucie Aubrac",FALSE
"Bel-Air","Bagneux - Lucie Aubrac",FALSE
"Picpus","Bagneux - Lucie Aubrac",FALSE
"La Courneuve - 8 Mai 1945","Bagneux - Lucie Aubrac",FALSE
"Fort d'Aubervilliers","Bagneux - Lucie Aubrac",FALSE
"Aubervilliers - Pantin - Quatre Chemins","Bagneux - Lucie Aubrac",FALSE
"Porte de la Villette","Bagneux - Lucie Aubrac",FALSE
"Corentin Cariou","Bagneux - Lucie Aubrac",FALSE
"Crimée","Bagneux - Lucie Aubrac",FALSE
"Riquet","Bagneux - Lucie Aubrac",FALSE
"Louis Blanc","Bagneux - Lucie Aubrac",FALSE
"Château-Landon","Bagneux - Lucie Aubrac",FALSE
"Poissonnière","Bagneux - Lucie Aubrac",FALSE
"Cadet","Bagneux - Lucie Aubrac",FALSE
"Le Peletier","Bagneux - Lucie Aubrac",FALSE
"Chaussée d'Antin - La Fayette","Bagneux - Lucie Aubrac",FALSE
"Pyramides","Bagneux - Lucie Aubrac",FALSE
"Pont Neuf","Bagneux - Lucie Aubrac",FALSE
"Pont Marie","Bagneux - Lucie Aubrac",FALSE
"Sully - Morland","Bagneux - Lucie Aubrac",FALSE
"Jussieu","Bagneux - Lucie Aubrac",FALSE
"Place Monge","Bagneux - Lucie Aubrac",FALSE
"Censier - Daubenton","Bagneux - Lucie Aubrac",FALSE
"Les Gobelins","Bagneux - Lucie Aubrac",FALSE
"Tolbiac","Bagneux - Lucie Aubrac",FALSE
"Maison Blanche","Bagneux - Lucie Aubrac",FALSE
"Porte d'Italie","Bagneux - Lucie Aubrac",FALSE
"Porte de Choisy","Bagneux - Lucie Aubrac",FALSE
"Porte d'Ivry","Bagneux - Lucie Aubrac",FALSE
"Pierre et Marie Curie","Bagneux - Lucie Aubrac",FALSE
"Mairie d'Ivry","Bagneux - Lucie Aubrac",FALSE
"Balard","Bagneux - Lucie Aubrac",FALSE
"Lourmel","Bagneux - Lucie Aubrac",FALSE
"Boucicaut","Bagneux - Lucie Aubrac",FALSE
"Félix Faure","Bagneux - Lucie Aubrac",FALSE
"Commerce","Bagneux - Lucie Aubrac",FALSE
"École Militaire","Bagneux - Lucie Aubrac",FALSE
"La Tour-Maubourg","Bagneux - Lucie Aubrac",FALSE
"Invalides","Bagneux - Lucie Aubrac",FALSE
"Madeleine","Bagneux - Lucie Aubrac",FALSE
"Richelieu - Drouot","Bagneux - Lucie Aubrac",FALSE
"Grands Boulevards","Bagneux - Lucie Aubrac",FALSE
"Bonne Nouvelle","Bagneux - Lucie Aubrac",FALSE
"Filles du Calvaire","Bagneux - Lucie Aubrac",FALSE
"Saint-Sébastien - Froissart","Bagneux - Lucie Aubrac",FALSE
"Ledru-Rollin","Bagneux - Lucie Aubrac",FALSE
"Faidherbe - Chaligny","Bagneux - Lucie Aubrac",FALSE
"Montgallet","Bagneux - Lucie Aubrac",FALSE
"Michel Bizot","Bagneux - Lucie Aubrac",FALSE
"Porte Dorée","Bagneux - Lucie Aubrac",FALSE
"Porte de Charenton","Bagneux - Lucie Aubrac",FALSE
"Liberté","Bagneux - Lucie Aubrac",FALSE
"Charenton - Écoles","Bagneux - Lucie Aubrac",FALSE
"École Vétérinaire de Maisons-Alfort","Bagneux - Lucie Aubrac",FALSE
"Maisons-Alfort - Stade","Bagneux - Lucie Aubrac",FALSE
"Maisons-Alfort - Les Juilliottes","Bagneux - Lucie Aubrac",FALSE
"Créteil - L'Échat","Bagneux - Lucie Aubrac",FALSE
"Créteil - Université","Bagneux - Lucie Aubrac",FALSE
"Créteil - Préfecture","Bagneux - Lucie Aubrac",FALSE
"Pont de Sèvres","Bagneux - Lucie Aubrac",FALSE
"Billancourt","Bagneux - Lucie Aubrac",FALSE
"Marcel Sembat","Bagneux - Lucie Aubrac",FALSE
"Porte de Saint-Cloud","Bagneux - Lucie Aubrac",FALSE
"Exelmans","Bagneux - Lucie Aubrac",FALSE
"Michel-Ange - Molitor","Bagneux - Lucie Aubrac",FALSE
"Michel-Ange - Auteuil","Bagneux - Lucie Aubrac",FALSE
"Jasmin","Bagneux - Lucie Aubrac",FALSE
"Ranelagh","Bagneux - Lucie Aubrac",FALSE
"La Muette","Bagneux - Lucie Aubrac",FALSE
"Rue de la Pompe","Bagneux - Lucie Aubrac",FALSE
"Iéna","Bagneux - Lucie Aubrac",FALSE
"Alma - Marceau","Bagneux - Lucie Aubrac",FALSE
"Saint-Philippe du Roule","Bagneux - Lucie Aubrac",FALSE
"Miromesnil","Bagneux - Lucie Aubrac",FALSE
"Saint-Augustin","Bagneux - Lucie Aubrac",FALSE
"Rue des Boulets","Bagneux - Lucie Aubrac",FALSE
"Buzenval","Bagneux - Lucie Aubrac",FALSE
"Maraîchers","Bagneux - Lucie Aubrac",FALSE
"Porte de Montreuil","Bagneux - Lucie Aubrac",FALSE
"Robespierre","Bagneux - Lucie Aubrac",FALSE
"Croix de Chavaux","Bagneux - Lucie Aubrac",FALSE
"Mairie de Montreuil","Bagneux - Lucie Aubrac",FALSE
"Boulogne - Pont de Saint-Cloud","Bagneux - Lucie Aubrac",FALSE
"Boulogne - Jean Jaurès","Bagneux - Lucie Aubrac",FALSE
"Chardon-Lagache","Bagneux - Lucie Aubrac",FALSE
"Église d'Auteuil","Bagneux - Lucie Aubrac",FALSE
"Mirabeau","Bagneux - Lucie Aubrac",FALSE
"Javel - André Citroën","Bagneux - Lucie Aubrac",FALSE
"Charles Michels","Bagneux - Lucie Aubrac",FALSE
"Avenue Émile Zola","Bagneux - Lucie Aubrac",FALSE
"Ségur","Bagneux - Lucie Aubrac",FALSE
"Duroc","Bagneux - Lucie Aubrac",FALSE
"Vaneau","Bagneux - Lucie Aubrac",FALSE
"Sèvres - Babylone","Bagneux - Lucie Aubrac",FALSE
"Mabillon","Bagneux - Lucie Aubrac",FALSE
"Cluny - La Sorbonne","Bagneux - Lucie Aubrac",FALSE
"Maubert - Mutualité","Bagneux - Lucie Aubrac",FALSE
"Cardinal Lemoine","Bagneux - Lucie Aubrac",FALSE
"Rambuteau","Bagneux - Lucie Aubrac",FALSE
"Goncourt","Bagneux - Lucie Aubrac",FALSE
"Pyrénées","Bagneux - Lucie Aubrac",FALSE
"Jourdain","Bagneux - Lucie Aubrac",FALSE
"Place des Fêtes","Bagneux - Lucie Aubrac",FALSE
"Télégraphe","Bagneux - Lucie Aubrac",FALSE
"Porte des Lilas","Bagneux - Lucie Aubrac",FALSE
"Mairie des Lilas","Bagneux - Lucie Aubrac",FALSE
"Serge Gainsbourg","Bagneux - Lucie Aubrac",FALSE
"Romainville - Carnot","Bagneux - Lucie Aubrac",FALSE
"Montreuil - Hôpital","Bagneux - Lucie Aubrac",FALSE
"La Dhuys","Bagneux - Lucie Aubrac",FALSE
"Coteaux - Beauclair","Bagneux - Lucie Aubrac",FALSE
"Rosny-Bois-Perrier","Bagneux - Lucie Aubrac",FALSE
"Aubervilliers - Front Populaire","Bagneux - Lucie Aubrac",FALSE
"Porte de la Chapelle","Bagneux - Lucie Aubrac",FALSE
"Marx Dormoy","Bagneux - Lucie Aubrac",FALSE
"Jules Joffrin","Bagneux - Lucie Aubrac",FALSE
"Lamarck - Caulaincourt","Bagneux - Lucie Aubrac",FALSE
"Abbesses","Bagneux - Lucie Aubrac",FALSE
"Saint-Georges","Bagneux - Lucie Aubrac",FALSE
"Notre-Dame-de-Lorette","Bagneux - Lucie Aubrac",FALSE
"Trinité - d'Estienne d'Orves","Bagneux - Lucie Aubrac",FALSE
"Assemblée Nationale","Bagneux - Lucie Aubrac",FALSE
"Solférino","Bagneux - Lucie Aubrac",FALSE
"Rue du Bac","Bagneux - Lucie Aubrac",FALSE
"Rennes","Bagneux - Lucie Aubrac",FALSE
"Notre-Dame-des-Champs","Bagneux - Lucie Aubrac",FALSE
"Falguière","Bagneux - Lucie Aubrac",FALSE
"Volontaires","Bagneux - Lucie Aubrac",FALSE
"Vaugirard","Bagneux - Lucie Aubrac",FALSE
"Convention","Bagneux - Lucie Aubrac",FALSE
"Porte de Versailles","Bagneux - Lucie Aubrac",FALSE
"Corentin Celton","Bagneux - Lucie Aubrac",FALSE
"Mairie d'Issy","Bagneux - Lucie Aubrac",FALSE
"Saint-Denis – Pleyel","Bagneux - Lucie Aubrac",FALSE
"Mairie de Saint-Ouen","Bagneux - Lucie Aubrac",FALSE
"Porte de Clichy","Bagneux - Lucie Aubrac",FALSE
"Pont Cardinet","Bagneux - Lucie Aubrac",FALSE
"Cour Saint-Émilion","Bagneux - Lucie Aubrac",FALSE
"Bibliothèque François Mitterrand","Bagneux - Lucie Aubrac",FALSE
"Olympiades","Bagneux - Lucie Aubrac",FALSE
" Hôpital Bicêtre","Bagneux - Lucie Aubrac",FALSE
"Villejuif – Gustave Roussy","Bagneux - Lucie Aubrac",FALSE
"L'Haÿ-les-Roses","Bagneux - Lucie Aubrac",FALSE
"Chevilly-Larue","Bagneux - Lucie Aubrac",FALSE
"Thiais-Orly","Bagneux - Lucie Aubrac",FALSE
"Aéroport d'Orly","Bagneux - Lucie Aubrac",FALSE
"Saint-Fargeau","Bagneux - Lucie Aubrac",FALSE
"Pelleport","Bagneux - Lucie Aubrac",FALSE
"Bolivar","Bagneux - Lucie Aubrac",FALSE
"Buttes Chaumont","Bagneux - Lucie Aubrac",FALSE
"Botzaris","Bagneux - Lucie Aubrac",FALSE
"Pré Saint-Gervais","Bagneux - Lucie Aubrac",FALSE
"Danube","Bagneux - Lucie Aubrac",FALSE
"La Fourche","Bagneux - Lucie Aubrac",FALSE
"Liège","Bagneux - Lucie Aubrac",FALSE
"Champs-Élysées – Clemenceau","Bagneux - Lucie Aubrac",FALSE
"Varenne","Bagneux - Lucie Aubrac",FALSE
"Saint-François-Xavier","Bagneux - Lucie Aubrac",FALSE
"Montparnasse – Bienvenüe","Bagneux - Lucie Aubrac",FALSE
"Gaîté","Bagneux - Lucie Aubrac",FALSE
"Pernety","Bagneux - Lucie Aubrac",FALSE
"Plaisance","Bagneux - Lucie Aubrac",FALSE
"Porte de Vanves","Bagneux - Lucie Aubrac",FALSE
"Malakoff – Plateau de Vanves","Bagneux - Lucie Aubrac",FALSE
"Malakoff – Rue Étienne Dolet","Bagneux - Lucie Aubrac",FALSE
"Châtillon – Montrouge","Bagneux - Lucie Aubrac",FALSE
"Brochant","Bagneux - Lucie Aubrac",FALSE
"Mairie de Clichy","Bagneux - Lucie Aubrac",FALSE
"Gabriel Péri","Bagneux - Lucie Aubrac",FALSE
"Les Agnettes","Bagneux - Lucie Aubrac",FALSE
"Les Courtilles","Bagneux - Lucie Aubrac",FALSE
"Guy Môquet","Bagneux - Lucie Aubrac",FALSE
"Porte de Saint-Ouen","Bagneux - Lucie Aubrac",FALSE
"Garibaldi","Bagneux - Lucie Aubrac",FALSE
"Carrefour Pleyel","Bagneux - Lucie Aubrac",FALSE
"Saint-Denis – Porte de Paris","Bagneux - Lucie Aubrac",FALSE
"Basilique de Saint-Denis","Bagneux - Lucie Aubrac",FALSE
"Saint-Denis – Université","Bagneux - Lucie Aubrac",FALSE
"La Défense - Grande Arche","Bobigny - Pablo Picasso",FALSE
"Esplanade de la Défense","Bobigny - Pablo Picasso",FALSE
"Pont de Neuilly","Bobigny - Pablo Picasso",FALSE
"Les Sablons","Bobigny - Pablo Picasso",FALSE
"Porte Maillot","Bobigny - Pablo Picasso",FALSE
"Argentine","Bobigny - Pablo Picasso",FALSE
"Charles de Gaulle - Étoile","Bobigny - Pablo Picasso",FALSE
"George V","Bobigny - Pablo Picasso",FALSE
"Franklin D. Roosevelt","Bobigny - Pablo Picasso",FALSE
"Champs-Élysées - Clemenceau","Bobigny - Pablo Picasso",FALSE
"Concorde","Bobigny - Pablo Picasso",FALSE
"Tuileries","Bobigny - Pablo Picasso",FALSE
"Palais Royal - Musée du Louvre","Bobigny - Pablo Picasso",FALSE
"Louvre - Rivoli","Bobigny - Pablo Picasso",FALSE
"Châtelet","Bobigny - Pablo Picasso",FALSE
"Hôtel de Ville","Bobigny - Pablo Picasso",FALSE
"Saint-Paul","Bobigny - Pablo Picasso",FALSE
"Bastille","Bobigny - Pablo Picasso",FALSE
"Gare de Lyon","Bobigny - Pablo Picasso",FALSE
"Reuilly - Diderot","Bobigny - Pablo Picasso",FALSE
"Nation","Bobigny - Pablo Picasso",FALSE
"Porte de Vincennes","Bobigny - Pablo Picasso",FALSE
"Saint-Mandé","Bobigny - Pablo Picasso",FALSE
"Bérault","Bobigny - Pablo Picasso",FALSE
"Château de Vincennes","Bobigny - Pablo Picasso",FALSE
"Porte Dauphine","Bobigny - Pablo Picasso",FALSE
"Victor Hugo","Bobigny - Pablo Picasso",FALSE
"Ternes","Bobigny - Pablo Picasso",FALSE
"Courcelles","Bobigny - Pablo Picasso",FALSE
"Monceau","Bobigny - Pablo Picasso",FALSE
"Villiers","Bobigny - Pablo Picasso",FALSE
"Rome","Bobigny - Pablo Picasso",FALSE
"Place de Clichy","Bobigny - Pablo Picasso",FALSE
"Blanche","Bobigny - Pablo Picasso",FALSE
"Pigalle","Bobigny - Pablo Picasso",FALSE
"Anvers","Bobigny - Pablo Picasso",FALSE
"Barbès - Rochechouart","Bobigny - Pablo Picasso",FALSE
"La Chapelle","Bobigny - Pablo Picasso",FALSE
"Stalingrad","Bobigny - Pablo Picasso",FALSE
"Jaurès","Bobigny - Pablo Picasso",FALSE
"Colonel Fabien","Bobigny - Pablo Picasso",FALSE
"Belleville","Bobigny - Pablo Picasso",FALSE
"Couronnes","Bobigny - Pablo Picasso",FALSE
"Ménilmontant","Bobigny - Pablo Picasso",FALSE
"Rue Saint-Maur","Bobigny - Pablo Picasso",FALSE
"Parmentier","Bobigny - Pablo Picasso",FALSE
"Richard-Lenoir","Bobigny - Pablo Picasso",FALSE
"Bréguet - Sabin","Bobigny - Pablo Picasso",FALSE
"Chemin Vert","Bobigny - Pablo Picasso",FALSE
"Saint-Ambroise","Bobigny - Pablo Picasso",FALSE
"Voltaire","Bobigny - Pablo Picasso",FALSE
"Charonne","Bobigny - Pablo Picasso",FALSE
"Philippe Auguste","Bobigny - Pablo Picasso",FALSE
"Alexandre Dumas","Bobigny - Pablo Picasso",FALSE
"Avron","Bobigny - Pablo Picasso",FALSE
"Pont de Levallois - Bécon","Bobigny - Pablo Picasso",FALSE
"Anatole France","Bobigny - Pablo Picasso",FALSE
"Louise Michel","Bobigny - Pablo Picasso",FALSE
"Porte de Champerret","Bobigny - Pablo Picasso",FALSE
"Pereire","Bobigny - Pablo Picasso",FALSE
"Wagram","Bobigny - Pablo Picasso",FALSE
"Malesherbes","Bobigny - Pablo Picasso",FALSE
"Europe","Bobigny - Pablo Picasso",FALSE
"Saint-Lazare","Bobigny - Pablo Picasso",FALSE
"Havre - Caumartin","Bobigny - Pablo Picasso",FALSE
"Opéra","Bobigny - Pablo Picasso",FALSE
"Quatre Septembre","Bobigny - Pablo Picasso",FALSE
"Bourse","Bobigny - Pablo Picasso",FALSE
"Sentier","Bobigny - Pablo Picasso",FALSE
"Réaumur - Sébastopol","Bobigny - Pablo Picasso",FALSE
"Arts et Métiers","Bobigny - Pablo Picasso",FALSE
"Temple","Bobigny - Pablo Picasso",FALSE
"République","Bobigny - Pablo Picasso",FALSE
"Père Lachaise","Bobigny - Pablo Picasso",FALSE
"Gambetta","Bobigny - Pablo Picasso",FALSE
"Porte de Bagnolet","Bobigny - Pablo Picasso",FALSE
"Gallieni","Bobigny - Pablo Picasso",FALSE
"Porte de Clignancourt","Bobigny - Pablo Picasso",FALSE
"Simplon","Bobigny - Pablo Picasso",FALSE
"Marcadet - Poissonniers","Bobigny - Pablo Picasso",FALSE
"Château Rouge","Bobigny - Pablo Picasso",FALSE
"Gare du Nord","Bobigny - Pablo Picasso",FALSE
"Gare de l'Est","Bobigny - Pablo Picasso",FALSE
"Château d'Eau","Bobigny - Pablo Picasso",FALSE
"Strasbourg - Saint-Denis","Bobigny - Pablo Picasso",FALSE
"Étienne Marcel","Bobigny - Pablo Picasso",FALSE
"Les Halles","Bobigny - Pablo Picasso",FALSE
"Cité","Bobigny - Pablo Picasso",FALSE
"Saint-Michel","Bobigny - Pablo Picasso",FALSE
"Odéon","Bobigny - Pablo Picasso",FALSE
"Saint-Germain-des-Prés","Bobigny - Pablo Picasso",FALSE
"Saint-Sulpice","Bobigny - Pablo Picasso",FALSE
"Saint-Placide","Bobigny - Pablo Picasso",FALSE
"Montparnasse - Bienvenüe","Bobigny - Pablo Picasso",FALSE
"Vavin","Bobigny - Pablo Picasso",FALSE
"Raspail","Bobigny - Pablo Picasso",FALSE
"Denfert-Rochereau","Bobigny - Pablo Picasso",FALSE
"Mouton-Duvernet","Bobigny - Pablo Picasso",FALSE
"Alésia","Bobigny - Pablo Picasso",FALSE
"Porte d'Orléans","Bobigny - Pablo Picasso",FALSE
"Mairie de Montrouge","Bobigny - Pablo Picasso",FALSE
"Barbara","Bobigny - Pablo Picasso",FALSE
"Bagneux - Lucie Aubrac","Bobigny - Pablo Picasso",FALSE
"Bobigny - Pablo Picasso","Bobigny - Pablo Picasso",FALSE
"Bobigny - Pantin - Raymond Queneau","Bobigny - Pablo Picasso",TRUE
"Église de Pantin","Bobigny - Pablo Picasso",FALSE
"Hoche","Bobigny - Pablo Picasso",FALSE
"Porte de Pantin","Bobigny - Pablo Picasso",FALSE
"Ourcq","Bobigny - Pablo Picasso",FALSE
"Laumière","Bobigny - Pablo Picasso",FALSE
"Jacques Bonsergent","Bobigny - Pablo Picasso",FALSE
"Oberkampf","Bobigny - Pablo Picasso",FALSE
"Quai de la Rapée","Bobigny - Pablo Picasso",FALSE
"Gare d'Austerlitz","Bobigny - Pablo Picasso",FALSE
"Saint-Marcel","Bobigny - Pablo Picasso",FALSE
"Campo-Formio","Bobigny - Pablo Picasso",FALSE
"Place d'Italie","Bobigny - Pablo Picasso",FALSE
"Kléber","Bobigny - Pablo Picasso",FALSE
"Boissière","Bobigny - Pablo Picasso",FALSE
"Trocadéro","Bobigny - Pablo Picasso",FALSE
"Passy","Bobigny - Pablo Picasso",FALSE
"Bir-Hakeim","Bobigny - Pablo Picasso",FALSE
"Dupleix","Bobigny - Pablo Picasso",FALSE
"La Motte-Picquet - Grenelle","Bobigny - Pablo Picasso",FALSE
"Cambronne","Bobigny - Pablo Picasso",FALSE
"Sèvres - Lecourbe","Bobigny - Pablo Picasso",FALSE
"Pasteur","Bobigny - Pablo Picasso",FALSE
"Edgar Quinet","Bobigny - Pablo Picasso",FALSE
"Saint-Jacques","Bobigny - Pablo Picasso",FALSE
"Glacière","Bobigny - Pablo Picasso",FALSE
"Corvisart","Bobigny - Pablo Picasso",FALSE
"Nationale","Bobigny - Pablo Picasso",FALSE
"Chevaleret","Bobigny - Pablo Picasso",FALSE
"Quai de la Gare","Bobigny - Pablo Picasso",FALSE
"Bercy","Bobigny - Pablo Picasso",FALSE
"Dugommier","Bobigny - Pablo Picasso",FALSE
"Daumesnil","Bobigny - Pablo Picasso",FALSE
"Bel-Air","Bobigny - Pablo Picasso",FALSE
"Picpus","Bobigny - Pablo Picasso",FALSE
"La Courneuve - 8 Mai 1945","Bobigny - Pablo Picasso",FALSE
"Fort d'Aubervilliers","Bobigny - Pablo Picasso",FALSE
"Aubervilliers - Pantin - Quatre Chemins","Bobigny - Pablo Picasso",FALSE
"Porte de la Villette","Bobigny - Pablo Picasso",FALSE
"Corentin Cariou","Bobigny - Pablo Picasso",FALSE
"Crimée","Bobigny - Pablo Picasso",FALSE
"Riquet","Bobigny - Pablo Picasso",FALSE
"Louis Blanc","Bobigny - Pablo Picasso",FALSE
"Château-Landon","Bobigny - Pablo Picasso",FALSE
"Poissonnière","Bobigny - Pablo Picasso",FALSE
"Cadet","Bobigny - Pablo Picasso",FALSE
"Le Peletier","Bobigny - Pablo Picasso",FALSE
"Chaussée d'Antin - La Fayette","Bobigny - Pablo Picasso",FALSE
"Pyramides","Bobigny - Pablo Picasso",FALSE
"Pont Neuf","Bobigny - Pablo Picasso",FALSE
"Pont Marie","Bobigny - Pablo Picasso",FALSE
"Sully - Morland","Bobigny - Pablo Picasso",FALSE
"Jussieu","Bobigny - Pablo Picasso",FALSE
"Place Monge","Bobigny - Pablo Picasso",FALSE
"Censier - Daubenton","Bobigny - Pablo Picasso",FALSE
"Les Gobelins","Bobigny - Pablo Picasso",FALSE
"Tolbiac","Bobigny - Pablo Picasso",FALSE
"Maison Blanche","Bobigny - Pablo Picasso",FALSE
"Porte d'Italie","Bobigny - Pablo Picasso",FALSE
"Porte de Choisy","Bobigny - Pablo Picasso",FALSE
"Porte d'Ivry","Bobigny - Pablo Picasso",FALSE
"Pierre et Marie Curie","Bobigny - Pablo Picasso",FALSE
"Mairie d'Ivry","Bobigny - Pablo Picasso",FALSE
"Balard","Bobigny - Pablo Picasso",FALSE
"Lourmel","Bobigny - Pablo Picasso",FALSE
"Boucicaut","Bobigny - Pablo Picasso",FALSE
"Félix Faure","Bobigny - Pablo Picasso",FALSE
"Commerce","Bobigny - Pablo Picasso",FALSE
"École Militaire","Bobigny - Pablo Picasso",FALSE
"La Tour-Maubourg","Bobigny - Pablo Picasso",FALSE
"Invalides","Bobigny - Pablo Picasso",FALSE
"Madeleine","Bobigny - Pablo Picasso",FALSE
"Richelieu - Drouot","Bobigny - Pablo Picasso",FALSE
"Grands Boulevards","Bobigny - Pablo Picasso",FALSE
"Bonne Nouvelle","Bobigny - Pablo Picasso",FALSE
"Filles du Calvaire","Bobigny - Pablo Picasso",FALSE
"Saint-Sébastien - Froissart","Bobigny - Pablo Picasso",FALSE
"Ledru-Rollin","Bobigny - Pablo Picasso",FALSE
"Faidherbe - Chaligny","Bobigny - Pablo Picasso",FALSE
"Montgallet","Bobigny - Pablo Picasso",FALSE
"Michel Bizot","Bobigny - Pablo Picasso",FALSE
"Porte Dorée","Bobigny - Pablo Picasso",FALSE
"Porte de Charenton","Bobigny - Pablo Picasso",FALSE
"Liberté","Bobigny - Pablo Picasso",FALSE
"Charenton - Écoles","Bobigny - Pablo Picasso",FALSE
"École Vétérinaire de Maisons-Alfort","Bobigny - Pablo Picasso",FALSE
"Maisons-Alfort - Stade","Bobigny - Pablo Picasso",FALSE
"Maisons-Alfort - Les Juilliottes","Bobigny - Pablo Picasso",FALSE
"Créteil - L'Échat","Bobigny - Pablo Picasso",FALSE
"Créteil - Université","Bobigny - Pablo Picasso",FALSE
"Créteil - Préfecture","Bobigny - Pablo Picasso",FALSE
"Pont de Sèvres","Bobigny - Pablo Picasso",FALSE
"Billancourt","Bobigny - Pablo Picasso",FALSE
"Marcel Sembat","Bobigny - Pablo Picasso",FALSE
"Porte de Saint-Cloud","Bobigny - Pablo Picasso",FALSE
"Exelmans","Bobigny - Pablo Picasso",FALSE
"Michel-Ange - Molitor","Bobigny - Pablo Picasso",FALSE
"Michel-Ange - Auteuil","Bobigny - Pablo Picasso",FALSE
"Jasmin","Bobigny - Pablo Picasso",FALSE
"Ranelagh","Bobigny - Pablo Picasso",FALSE
"La Muette","Bobigny - Pablo Picasso",FALSE
"Rue de la Pompe","Bobigny - Pablo Picasso",FALSE
"Iéna","Bobigny - Pablo Picasso",FALSE
"Alma - Marceau","Bobigny - Pablo Picasso",FALSE
"Saint-Philippe du Roule","Bobigny - Pablo Picasso",FALSE
"Miromesnil","Bobigny - Pablo Picasso",FALSE
"Saint-Augustin","Bobigny - Pablo Picasso",FALSE
"Rue des Boulets","Bobigny - Pablo Picasso",FALSE
"Buzenval","Bobigny - Pablo Picasso",FALSE
"Maraîchers","Bobigny - Pablo Picasso",FALSE
"Porte de Montreuil","Bobigny - Pablo Picasso",FALSE
"Robespierre","Bobigny - Pablo Picasso",FALSE
"Croix de Chavaux","Bobigny - Pablo Picasso",FALSE
"Mairie de Montreuil","Bobigny - Pablo Picasso",FALSE
"Boulogne - Pont de Saint-Cloud","Bobigny - Pablo Picasso",FALSE
"Boulogne - Jean Jaurès","Bobigny - Pablo Picasso",FALSE
"Chardon-Lagache","Bobigny - Pablo Picasso",FALSE
"Église d'Auteuil","Bobigny - Pablo Picasso",FALSE
"Mirabeau","Bobigny - Pablo Picasso",FALSE
"Javel - André Citroën","Bobigny - Pablo Picasso",FALSE
"Charles Michels","Bobigny - Pablo Picasso",FALSE
"Avenue Émile Zola","Bobigny - Pablo Picasso",FALSE
"Ségur","Bobigny - Pablo Picasso",FALSE
"Duroc","Bobigny - Pablo Picasso",FALSE
"Vaneau","Bobigny - Pablo Picasso",FALSE
"Sèvres - Babylone","Bobigny - Pablo Picasso",FALSE
"Mabillon","Bobigny - Pablo Picasso",FALSE
"Cluny - La Sorbonne","Bobigny - Pablo Picasso",FALSE
"Maubert - Mutualité","Bobigny - Pablo Picasso",FALSE
"Cardinal Lemoine","Bobigny - Pablo Picasso",FALSE
"Rambuteau","Bobigny - Pablo Picasso",FALSE
"Goncourt","Bobigny - Pablo Picasso",FALSE
"Pyrénées","Bobigny - Pablo Picasso",FALSE
"Jourdain","Bobigny - Pablo Picasso",FALSE
"Place des Fêtes","Bobigny - Pablo Picasso",FALSE
"Télégraphe","Bobigny - Pablo Picasso",FALSE
"Porte des Lilas","Bobigny - Pablo Picasso",FALSE
"Mairie des Lilas","Bobigny - Pablo Picasso",FALSE
"Serge Gainsbourg","Bobigny - Pablo Picasso",FALSE
"Romainville - Carnot","Bobigny - Pablo Picasso",FALSE
"Montreuil - Hôpital","Bobigny - Pablo Picasso",FALSE
"La Dhuys","Bobigny - Pablo Picasso",FALSE
"Coteaux - Beauclair","Bobigny - Pablo Picasso",FALSE
